source,text,researcher,year,aggressive,hate
twitter,"#tempoagora em diadema: ? céu limpo, #temperatura de 22 ºc e #umidade de ? 33% (atualizado em 16/05/2023 12:09)",oliveira et al,2023,0,0
twitter,@user sempre feia,leite et al,2020,1,1
instagram,Depois de Prenderlo em Segunda instancia Mudam como Camaleão os segundasinstanciaentendumento dos Bolsonaro Moro colegiados GOLPISTAS,vargas et al,2021,1,0
twitter,"@user paraaa, eu tô cheia de coisas pra te contar, que ódio de vc",oliveira et al,2023,0,0
twitter,caralho tô mto assustada ,leite et al,2020,0,0
twitter,@user tu é muito desgraçado mlk kkkkkkkkkkkkk,leite et al,2020,1,1
twitter,@user Se o abraço for ao @user também conta?,fortuna et al,2019,0,0
twitter,"Dedé sempre foi um puta monstro... Pena q a lesão atrapalhou uma brilhante carreira, porém voltou com tudo!! Melhor jogo q eu vi dele foi contra o Santos em q o Neymar está no bolso dele até hj",leite et al,2020,1,0
twitter,"@user @user hoje eu me considero esquerda, mas a esquerda ocidental é uma disgraca msm kkkkk vai toma no cu, prefiro falar q votei no bolsonaro do q dizer q sou esquerda",oliveira et al,2023,1,1
twitter,"eu falando pra minha criança interior não responder ""meu pau no seu ouvido"" quando a pessoa fala ""duvido""",leite et al,2020,1,0
instagram,Concordo!,vargas et al,2021,0,0
twitter,fds amor,oliveira et al,2023,0,0
twitter,@user @user medroso e burro. só leva pra onde tem marcação,oliveira et al,2023,1,0
instagram,"Joice Hasselman , Janaína Pascoal....Vcs são da esquerda e nunca foi de direita! Dr. Janaína: quando vc protocolou o impeachment da Dilma, eu já sabia que era tudo programado pelo PT, e vc simplesmente estava juntamente com a esquerda desde sempre. A saída da Dilma da Presidência da República foi uma jogada do próprio PT: Causaram a saída da Dilma Propositalmente para colocar Michel Temer que é de outro partido (MDB) para assumir a Presidência para levar a culpa das desgraça do PT achando que o povo era burro e que iria cair nas mentiras de vcs.",vargas et al,2021,0,0
twitter,cite 4 bandas/artistas que você é obcecado e cite 4 amigos para fazer o mesmo @user @user @user @user link link,oliveira et al,2023,0,0
twitter,"se não for pelo artigo 142º invocado pelo presidente, não há outra solução!",leite et al,2020,0,0
twitter,@user @user faz o seu teste logo! kkkkkk aguardando o 99% passiva,oliveira et al,2023,0,0
twitter,"preguica da porra q eu to
n to estudando
to acordando 13 hrs todo dia
nem lavo o rosto nem nada e fico mofando o dia todo CHEGA da volta as aulas",leite et al,2020,0,0
twitter,@user uai ?? a globo não é aquela emissora que luta pela igualdade entre o futebol masculino e o feminino?? alguma coisa errada não está certa.,oliveira et al,2023,0,0
twitter,"@user @user @user @user Um dos shows mais lindos q já fui, estrutura melhor q muito show internacional, e eles pqp não tem o q falar dessa energia.",leite et al,2020,0,0
twitter,@user amigo tá planejando aderir a anorexia?,leite et al,2020,0,0
twitter,quem é burro é ele!,leite et al,2020,1,1
twitter,"RT @user #meuamigosecreto  diz que eu sou legal mas pediu pra ficar comigo e eu disse não,agora ele diz q eu sou vagabunda",fortuna et al,2019,1,1
twitter,ah se fuder eu odeio tie break,leite et al,2020,0,0
twitter,tô cansada mano pqp,leite et al,2020,1,0
instagram,lindos d+,vargas et al,2021,0,0
twitter,rt @user análise sua melhor fase e veja quem está ao redor em seguida se lembre da pior fase e observar quem realmente estava lá.,leite et al,2020,0,0
instagram,Dissimulada! Agora ela sabe que a mamata acabou! Governo Bolsonaro colocando todos no devido lugar!Sem corrupção a bandidagem chora!,vargas et al,2021,1,0
twitter,machuquei o joelho machucando os outros??,oliveira et al,2023,0,0
twitter,"@user @user a interpretação de centavos, ela não falou que sotaque br é pessimo e sim que o sotaque br dela é pessimo pq realmente n tem nada mais feio que gringo tentando falar português br",oliveira et al,2023,1,1
twitter,RT @user fala da tua squad —_ um bando de fufas muito queridas <333 ,fortuna et al,2019,1,1
twitter,@user vai toma no teu rabo,oliveira et al,2023,1,0
twitter,professora das pirocas,leite et al,2020,1,0
instagram,"Restam dúvidas sobre o trabalhador que vai ser afetado, pois é como se nada estivesse acontecendo nesse País!",vargas et al,2021,0,0
twitter,@user obrigado queridão!,oliveira et al,2023,0,0
instagram,Bom dia futuro presidente do brasil👏,vargas et al,2021,0,0
twitter,porra uma hr dessa meu pai enchendo minha cabeça pqp,leite et al,2020,0,0
twitter,"RT @user Camiseta Porte de Armas 
Direito de Defesa É Garantia Constitucional 
 ",fortuna et al,2019,0,0
twitter,@user vende só no lote ou vende crianças avilsas tb? 140 é muito pra mim...,oliveira et al,2023,0,0
twitter,"cês são doentes né? não cansam de infernizar a vida dele não? vão caçar um namorado, trabalho e fanficar na casa do caralho, seus bando de mal amado dizem que gosta do cara e ainda obrigam ele a ler essas merda link",oliveira et al,2023,1,0
twitter,@user @user @user @user e o queiroz ninguém acha??!!🤔🤔,leite et al,2020,0,0
twitter,rt @user fogo nos racistas ,leite et al,2020,0,0
twitter,@user imperdível,oliveira et al,2023,0,0
instagram,Isto é muito grave! Onde anda as Leis?,vargas et al,2021,0,0
twitter,"@user pra caralho, e tipo eles eram da fgv mano",leite et al,2020,0,0
twitter,to mt brava so porque vo na festa hj meu cabelo acordo mais feio que sei la o q vo te que lava ele dnv e depois faze chapinha,leite et al,2020,0,0
twitter,pqp tá muito frio,leite et al,2020,0,0
twitter,"RT @user Deus perdoa
A Internet é impiedosa e não perdoa
Já o @user mostra a prova do crime",fortuna et al,2019,0,0
instagram,Eu nunca vou entender como as pessoas deixaram de votar nesse professor pra votar naquele senhor sem educação sem ética,vargas et al,2021,0,0
twitter,eman eman ji wan gurê har re nehêlin !!! @user link,oliveira et al,2023,0,0
twitter,mesa de ferro fudido,leite et al,2020,0,0
instagram,Eu avisei kkk Presidente Bolsonaro 🙌 Deus abençoe👏👏,vargas et al,2021,0,0
instagram,Meus dois crushs Haddad e Freixo 💕,vargas et al,2021,0,0
twitter,não aguento mais essa casa,oliveira et al,2023,0,0
twitter,só acontece as coisas com ela,oliveira et al,2023,0,0
instagram,Pirralha Pirralha,vargas et al,2021,1,0
twitter,meu pai todo bonitinho vendo pantera cmg,oliveira et al,2023,0,0
twitter,vou fazer minhas coisas pra muça e quando eu terminar volto a fazer a lista E SO PARO AGORA QUANDO YERMINAR AWIELA MERDAAAAA EJ ODIEO GEOMETRIA DO FUNDO DO MEU CU,leite et al,2020,0,0
twitter,odeio qnd minha mãe tira o dia p estressar a porra do saco de td mundo,leite et al,2020,1,0
instagram,"Joice , assim é a Democlasia , fala quem quer e o ele disse é o q os Brasileiros de bem querem . Todo os deputados falam e fazem merda ,",vargas et al,2021,1,0
twitter,"caralho, como um pai consegue matar a própria filha cara, a paulada. caralho",leite et al,2020,1,0
twitter,"rt @user como eu nunca vi esse vídeo na minha vida, pqp jongdae bêbado é o auge da fofura 

",leite et al,2020,1,0
twitter,"Sempre achei importante cuidar de si e tudo mais, mas vejo que em certos casos, é preciso de um especialista na área para que possamos resolver certos problemas que não conseguimos sozinhos",leite et al,2020,0,0
twitter,"vai se fuder esse povo que não tem respeito nenhum, avisei pra caralho e ainda faz merda, nunca mais entra aq em casa",leite et al,2020,1,0
twitter,que puta de dor de cabeça 🙃,leite et al,2020,0,0
twitter,"estava muito afim de dar um rol锚, agora n茫o estou mais afim... ai l谩 pras 20h vou estar afim de novo e se eu sair, vou me arrepender",leite et al,2020,0,0
twitter,"Parece o kovu socorro kkkkkkk
É só eu gritar puta q pariu qndo ele ta fazendo algo errado q ja sai correndinho desesperado e derrapando no chão kkkkkkkk",leite et al,2020,0,0
twitter,rt @user pra vocês aí carai ,leite et al,2020,0,0
twitter,"caraio, sei nem pq tô perguntando se eu nem tenho gás ainda kkkkkkkkkkj",leite et al,2020,0,0
twitter,ahhh que fofooo. eu quero,leite et al,2020,0,0
instagram,"Em ótima companhia, professor.",vargas et al,2021,0,0
twitter,vamo cara vamoo pqp meu cora莽茫o,leite et al,2020,0,0
twitter,"rt @user sexo é intimo e sagrado, o seu corpo é um templo e vc não deve compartilha-lo com quem não gosta do cuéllar ",leite et al,2020,0,0
twitter,"Vocês podem denunciar aqui, gente: ",fortuna et al,2019,0,0
twitter,"rei leão é mto desculpa pra gente ser idiota e ir no cinema. primeira cena o simba manda um ""me pertencerá?""",leite et al,2020,0,0
twitter,vcs tao certo ,fortuna et al,2019,0,0
twitter,@user kkkkkkkkkkkkkkkkkkkkkkkk amei,leite et al,2020,0,0
twitter,minha autoestima ja ta la no poço do lado da samara e ainda tenho que le umas coisa dessa va toma no cu,leite et al,2020,0,0
twitter,escroto pra caralhooooooo,leite et al,2020,0,0
twitter,vc quer namorar uma criança? link,oliveira et al,2023,0,0
twitter,"@user nao passa de um vagabundo,  filadaputa  covarde.",leite et al,2020,1,1
twitter,mano eu to super doente caralho,leite et al,2020,0,0
twitter,"@user obrigado mo, me fez chorar litros aqui",leite et al,2020,0,0
twitter,"@user não fiz, e a maioria da galera que eu conheço não precisou fazer.",oliveira et al,2023,0,0
twitter,@user eu gostei mais dessa versão de boyfriend com a sample de thank u next do que da original kkkk,leite et al,2020,0,0
twitter,dorzinha de bosta que nao vai embora,oliveira et al,2023,1,0
twitter,"depois que comecei a me alimentar melhor e fazer meu cronograma capilar certinho, meu cabelo melhorou muito e está mais saudável",oliveira et al,2023,0,0
twitter,"Julgam-se de mente aberta e livres mas são carneiros submissos! Consomem o ""pronto-a-pensar"" e são escravos do poli _ ",fortuna et al,2019,0,0
twitter,"@user @user @user Aaaaaaaahahahahaahahahahahahahaha tá com medo, baranga?! Prepara que que vai dar polícia!!!! #CorreVerdevaldo",leite et al,2020,1,1
twitter,"Celso de melo é um dos piores! O pior é que goza de credibilidade por parte da sociedade! Mas, acreditem, quando os bandidos precisam dele, ele não os decepciona! Um canalha com pose de homem sério! Enganador",leite et al,2020,1,1
twitter,"@user @user Define/pesquisa o termo, môkota.
Não usa a tua Internet só para ficar nas redes sociais.
Investiga mesmo, o Wikipédia ainda é a maior biblioteca do mundo.",leite et al,2020,0,0
twitter,hoje mesmo vou limpar meus tweets,oliveira et al,2023,0,0
twitter,e a minha tia q fica colocando coisa na cabeça da minha mãe se continuar assim ela vai expulsar eu e a minha irmã de casa,oliveira et al,2023,0,0
instagram,Mas a Pepa é fichinha perto do Dick Vigarista !!! \o/ \o/ \o/,vargas et al,2021,1,0
twitter,"@user @user Ficou mais que comprovado que o Brasil vive uma ditadura, onde as autoridades usam o poder do Estado para intimidar os adversários. O próximo passo é ""extrair"" a ""confissão"" dos presos hoje. #Araraquara",leite et al,2020,0,0
twitter,rt @user bom dia é o caralho vai toma no cu,leite et al,2020,1,0
instagram,Professor 👏,vargas et al,2021,0,0
twitter,"Van de Beek no Real?

Gostei. Na minha opinião, essa contratação vai dar muito certo no Real, caso o Zidane use: Casemiro, Van De Beek e Kroos. Eu deixaria o Modric de banco.",leite et al,2020,0,0
twitter,CEO da Aetna: O Obamacare está no 'Espiral da Morte' #RepealAndReplace  ,fortuna et al,2019,0,0
twitter,@user por ele eu faria todas as caridades do mundo,oliveira et al,2023,0,0
twitter,rt @user amore ngm gosta de vc pq tu é chato msm nada dmais seus rolo n vai pra frente pq ngm aguenta mimado egoísta pra caralho,leite et al,2020,1,1
twitter,que sdds desse fdp,leite et al,2020,0,0
twitter,rt @user esse é o meme ,leite et al,2020,0,0
twitter,"falta só fechar o congresso!
depois o dória diz q não tá alinhado com o burro!",leite et al,2020,0,0
twitter,tão ansiosa que parece que eu que vou fazer o show!! que orgulho deles?? link,oliveira et al,2023,0,0
twitter,"tai: vem pra vitória domingo px rômulo: domingo vou pra dm com kethy, vou ir pra vv quinta que é feriado aqui em smj ou sábado tai: programa de casal em dm? aí que fofoos rômulo: uhum kkk ?? tai: pede ela em namoro logo rômulol: se tudo der certo, no dia dos namorados ??",oliveira et al,2023,0,0
twitter,@user @user @user eitar link,oliveira et al,2023,0,0
instagram,Parabéns!!! 👏👏👏,vargas et al,2021,0,0
instagram,Parabéns Presidente Haddad,vargas et al,2021,0,0
twitter,"Gamemashup trazendo um pouco de humor pro seu sabado. Vejam.

Se curtir compartilha ai com a galera, é curtinho e não custa nada.",leite et al,2020,0,0
instagram,É muito absurdo isso!!! É imoral e criminoso sim... delito dos mais graves!tem que ser tirado do ar... da casa das pessoas esse infame! 🤬🤮😡,vargas et al,2021,1,0
twitter,rt @user cordões umbilicais que iriam para o lixo podem curar quem tem leucemia ,leite et al,2020,0,0
twitter,rt @user a carol ficou sexy demais nessa cena pqp a buceta fez um ploc tão alto que todo o cinema escutou ,leite et al,2020,1,0
twitter,"RT @user O q falta para o povo nordestino derrubar a família Sarney do maranhão não é a corrupção, mas sim uma piada sobre o no ...",fortuna et al,2019,0,0
twitter,namoral vei fui retardada demais de ir na cervejada fui dormir 5h horas p acordar 8h p ir pro estagio ACABOU com o resto da semana quase morri,leite et al,2020,0,0
twitter,"de repente você chega revirando a minha vida cheia de amor pra dá, pra falar de sentimento que até bem pouco tempo você quis me bagunçar... 🎶",leite et al,2020,0,0
twitter,RT @user Trump devia revogar essa decisão do Obama de não mais aceitar refugiados de Cuba. (Disso a imprensa esquerdista não reclamou... _,fortuna et al,2019,0,0
twitter,@user @user kkkkkkkk fluzao esgotou todos os jogos da libertadores,oliveira et al,2023,0,0
twitter,"nunca foi tão rápido é tão fácil comprar um ingresso, se um dia eu critiquei a eventim, eu não me lembro",oliveira et al,2023,0,0
instagram,.. pelos Partidos de Esquerda tem sido infrutíferas.Tristeza e Re volta desse Congresso de STF! N,vargas et al,2021,0,0
twitter,Download Apostila – Apostila Digital em PDF do Conselho Regional dos Representantes Comerciais no Estado do Rio de Janeiro  ,leite et al,2020,0,0
twitter,isso já virou uma piada de mau gosto link,oliveira et al,2023,0,0
twitter,"sem baixar nenhuma imagem, defina como é namorar você ai carambakkkkkkkkkkkkkk link link",oliveira et al,2023,0,0
twitter,"@user chama disc qnd for, gabizinha ta com a mira",oliveira et al,2023,0,0
twitter,rt @user eu acho engraçado que esse é um padrão machista que muita mina milituda tem. ,leite et al,2020,0,0
twitter,Omã segue um ramo do Islão diferente do resto do Médio Oriente.,fortuna et al,2019,0,0
instagram,Pirralha,vargas et al,2021,1,0
twitter,"@user Vc é um gênio tenta a carreira da magistratura, condenado em 3 instâncias sem provas, e vc acha que não tem provas, vc é um gênio. srsrsrssr
#STFVergonhaNacional",leite et al,2020,0,0
twitter,"Querida, eu fui no Maracanã 2 vezes e nessas 2 vezes eu vi a torcida toda cantar o jogo todo! Todos juntos cantando o tempo inteiro, você pode até não gostar, mas você tem que respeitar, e não "" damos de maior torcida "", SOMOS a maior torcida desse mundo.",leite et al,2020,0,0
twitter,@user vsf nayane,leite et al,2020,0,0
twitter,"@user deixa eu fumar meu narguines, respeitar ok?",leite et al,2020,0,0
twitter,porra so vou pro outro hospital fazer outras analises na segunda 💔,leite et al,2020,0,0
instagram,Meu querido ❤️,vargas et al,2021,0,0
twitter,q porra eh essa na cabeça dela...............................,leite et al,2020,0,0
twitter,mnnnnn pqp ficou mt lindo eu quero cortar assim alguém me da coragem p cortar assim aaaaaa ta pft mano sem condição,leite et al,2020,0,0
instagram,Bradileiros acordem contra os comunistas,vargas et al,2021,1,1
twitter,quem vem comigo ver a the union brilhar? link,oliveira et al,2023,0,0
instagram,Sera o maximo! Dois icones! Adooooro! 👏👏👏👏👏👏🙏🙏🙏🙏❤️❤️❤️❤️🇺🇸🇧🇷🇺🇸🇧🇷🇺🇸🇧🇷,vargas et al,2021,0,0
twitter,indo na liberdade comprar 4 garrafas de soju e sumir do mundo,oliveira et al,2023,0,0
twitter,rt @user e a anitta que mandou um vídeo para sua fã no dia do casamento dela ? kk olha a reação da noiva ,leite et al,2020,0,0
twitter,achei um spa delícia e ainda vou levar minha mãe ??,oliveira et al,2023,0,0
twitter,"Eu, Nacionalista me confesso!

#PNR #RenovarPortugal #Portugal",fortuna et al,2019,0,0
twitter,@user @user uahahhaha onde? me diz que vou morar lá! pq 300 reais onde eu moro é uma ida ao mercado pra comprar o básico do básico,oliveira et al,2023,0,0
instagram,Tem muito amor nessa foto 😍,vargas et al,2021,0,0
instagram,Está e a nossa deputada Benedita linda guerreira parabéns estamos juntos,vargas et al,2021,0,0
instagram,@user @user Olha essa menina discursando na ONU. Eu a sigo no Insta faz um tempo já 👊🏼,vargas et al,2021,0,0
instagram,"Chora seus lixo, #CHORAMAIS #aceitaquedóiMenos KKKKKKK",vargas et al,2021,1,0
twitter,@user essa merda mexe se bue bem fdss com um gordo como tu la dentro ainda,leite et al,2020,1,1
twitter,vontade de me matar antes dos meio dia,oliveira et al,2023,0,0
twitter,"@user puxe a capivara de um por um. aja como os opositores, saiba cada passo desses vermes.",oliveira et al,2023,1,0
twitter,"Uniter Follow trick
 
↬favorite para ganhar seguidores Uniters
 ↬retweet para que mais Uniters participe 
#MPN #NowUnited #Uniters
 ",leite et al,2020,0,0
twitter,"olha que ótima ideia, @user",leite et al,2020,0,0
twitter,foi massa!,leite et al,2020,0,0
twitter,"@user Já há bilhetes para o Casino da Figueira da Foz:
",fortuna et al,2019,0,0
twitter,"Acho irónico que uma mulher que ajudou a NASA a andar para a frente, esteja numa cadeira de rodas
#Oscars",fortuna et al,2019,0,0
twitter,rt @user @user gente vonca não existe kkkkkk é volaine ok #balayındaaykeravrupada,leite et al,2020,0,0
twitter,@user kkkkkkk vtnc,leite et al,2020,0,0
instagram,(cuidado!! numeração duplicada!!) Mimimi.......,vargas et al,2021,1,0
twitter,Dar risada de si mesmo: @user ! Rir das cagadas alheias melhor ainda ...,fortuna et al,2019,0,0
instagram,#globolixo 😤😤😤😤😤😤,vargas et al,2021,1,0
twitter,minha meta de hoje é nn chorar pq ontem chorei oq da pra chorar por 1 mes,oliveira et al,2023,0,0
twitter,odeio esse menino vei tnc,leite et al,2020,0,0
twitter,"rt @user vou dar rt nessa perola ate eu m茫o aguentar mais, pqp ",leite et al,2020,0,0
twitter,hoje a mulher é linda é amor  etc etc... amanha a mulher é vagabunda puta e burra,fortuna et al,2019,1,1
twitter,filho da puta que ódio,oliveira et al,2023,0,0
twitter,"o jeitinho que o carioca fala papo reto, é tão fofo pqp",leite et al,2020,0,0
twitter,"Uhuuuuu.  Assim não resisto, vou se obrigado a ir aí.  Me acabar todo.  tira aquela burca. de novo. Uhahaha _ ",fortuna et al,2019,0,0
twitter,aaa mano todo dia isso,leite et al,2020,0,0
twitter,"@user ele é lindo porra, mas eu n consegueria usar, vai ficar bom em tu",leite et al,2020,0,0
instagram,"Fortalece porra nenhuma , já foi , já passou , muito Mimimi",vargas et al,2021,1,0
instagram,Meu presidente,vargas et al,2021,0,0
instagram,FDP,vargas et al,2021,1,0
twitter,que arraso !!!! pqp 👏🏻❤️,leite et al,2020,0,0
instagram,Pirralha !,vargas et al,2021,1,0
twitter,lulinha sim ??? link,oliveira et al,2023,0,0
twitter,"rt @user [🐝] plantas que você pode plantar na sua casa e que contribuem para a salvação das abelhas, a thread;",leite et al,2020,0,0
twitter,acho que da essa buceta com proteção já ta de bom tamanho dona,leite et al,2020,1,0
twitter,"Que a gente adora oferecer mais sabor e alegria aos seus dias você já sabe, né?! 💕

Mas também amamos entregar muita qualidade! Com a tecnologia das novas embalagens Jaguari, seu cafezinho se manterá delicioso e aromático por muito mais tempo ☕ ",leite et al,2020,0,0
twitter,@user até o momento sim amig,oliveira et al,2023,0,0
twitter,"rt @user #g锚meos eu costumava ser um pouco mais feliz. hoje t谩 tudo meio ""tanto faz"".",leite et al,2020,0,0
twitter,@user kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk vsf mt bom,leite et al,2020,0,0
instagram,Imundice é o termo.🤮🤮🤮,vargas et al,2021,1,0
twitter,@user @user @user só estagiário se fode nessas,fortuna et al,2019,0,0
twitter,RT @user A maior prova da honestidade do @user é a quantidade de votos que ele teve na Câmara.,fortuna et al,2019,0,0
twitter,só quero setembro pegar essa viagem em iguaba só casal 😎🍻,leite et al,2020,0,0
twitter,e tem gente que acha essa ruim? simplesmente perfeita link,oliveira et al,2023,0,0
twitter,na penha eles engole bala. ?????,oliveira et al,2023,0,0
twitter,"Feliz seja o dia da mulherada, feia ou bonita, magra ou gorda, todas as mulheres merecem respeito. #QuartaDetremuraSDV",fortuna et al,2019,0,0
twitter,queria ter esse corpo feio,leite et al,2020,0,0
twitter,põe limão na ferida,oliveira et al,2023,0,0
twitter,alooi?i?i?i?i?ooooooooo link,oliveira et al,2023,0,0
twitter,e com 69% pqp,leite et al,2020,1,0
twitter,"@user governo bolsonaro acabou quando ele se submeteu ao stf, quando morais impediu que ele nomeasse o chefe da polícia federal... ele abriu as portas para o srf fazer e acontecer... erro crasso de bolsonaro.",oliveira et al,2023,0,0
twitter,"Listinha ABERTA para os shows de:

     • Bataguassu/MS
     • Rondonópolis/MT
     • Goioerê/PR

Envia para nossa DM o seu nome completo especificando para qual cidade estará participando. Desejamos uma boa sorte a todos desde já! #MPN #LuanSantana #LuanSantanaShow #Luanetes ",leite et al,2020,0,0
twitter,"??? dados do relatório de acidentes de trânsito apontam que os jovens, da faixa 18 a 29 anos, estão entre as principais vítimas na capital. em 2021, 5.454 jovens ficaram feridos, com 25 mortos. (+)",oliveira et al,2023,0,0
twitter,"strogonoff de carne é mil vezes melhor do que de frango pqp, coroa representando 🤤",leite et al,2020,0,0
twitter,olha oq ela falou qnd eu tava empurrando o pau,leite et al,2020,1,0
twitter,"eu amo, sabe........",leite et al,2020,0,0
twitter,"essa porra do site do fluminense ta horrível cara, q odio ????",oliveira et al,2023,0,0
twitter,"@user meu, use menos droga que vc vai sentir menos fome hahahaahahaha",fortuna et al,2019,0,0
twitter,rt @user tira a natália de quadra porraaaaaa bicho burro do caralho,leite et al,2020,1,1
twitter,"é cara, pelo visto independentemente do lugar, eles nunca prestam atenção quando o assunto é esse..",leite et al,2020,0,0
twitter,@user finalmente.,leite et al,2020,0,0
instagram,Próximo presidente depois da reeleição do Bolsonaro..👏👏,vargas et al,2021,0,0
twitter,rt @user jesse rutherford e devon carlson eu não sei lidar com a beleza de vcs puta que pariu meus pais ,leite et al,2020,0,0
instagram,"Tudo tá melhorando, mas ainda tem muitos petralhas espalhados em estatais, autarquias escolas, universidades ( universidades aí já estamos falando em infestação), mas vamos ter fé, pois é pra frente que se anda! #bolsonaro2022🇧🇷",vargas et al,2021,1,1
twitter,"RT @user Finalmente o Itamaraty irá fechar as embaixadas inúteis criadas por Lula e Dilma em países miseráveis, que consomem US$ 3 _",fortuna et al,2019,0,0
twitter,the bear sempre terá um valor sentimental pra mim ???? link,oliveira et al,2023,0,0
twitter,Grupo espalha outdoors por João Pessoa com críticas a Moro e Dallagnol: 'justiça não se faz com trapaças' - Polêmica Paraíba ,leite et al,2020,0,0
twitter,"EU VOU CANTAR ESSA PAIXAO QUE VEM DE DENTRO 
UM SENTIMENTO VERDE BRANCO E GRENÁ #DiaDeFlu",fortuna et al,2019,0,0
twitter,"carai, o cara abrindo a porta na base do ódio! rs amei!",leite et al,2020,0,0
twitter,descer escada e subir escadas toda hora n茫o est谩 dando certo com meu p茅 doendo,leite et al,2020,0,0
twitter,"@user vei de verdade, nunca vou perdoar eles pela marretada que a guria de twice levou eu os odeio tanto que porra",leite et al,2020,0,0
twitter,"PORRA, MAS E O TAL AQUECIMENTO GLOBAL???!!? ",fortuna et al,2019,0,0
twitter,"QUARTA FEIRA 8:49
PAGAR AS PROSTITUTA
LIMPA A CHURRASQUERA
TIRA DO CANAL PORNÔ
COLOCAR NA REDE VIDA
EXAME DE SANGUE
ORAÇÃO
#CarnavalAcabouE",fortuna et al,2019,0,0
twitter,esperei 16 anos  para te encontrar e tão feliz,leite et al,2020,0,0
twitter,"@user 💔

ue

acho q o sentimento seria ""poxa, logo no ar, podia ta botando em mim 💔""",leite et al,2020,0,0
twitter,yuri e ennio sao pica jogam p crl,leite et al,2020,0,0
instagram,Parabéns,vargas et al,2021,0,0
twitter,#ntr30 devara #ntr30firstlook,oliveira et al,2023,0,0
twitter,"hangar, diz que é jorge e matheus, eu imploroooooo??????",oliveira et al,2023,0,0
twitter,gastei 300 reais com remédio só tenho algo a dizer : vai tomar no cu rinite e sinusite,leite et al,2020,0,0
twitter,A minha casa não aceita refugiados aka Mónica,fortuna et al,2019,1,1
twitter,@user carolinni vc tá um tipinho de gente q eu vo te contar em,oliveira et al,2023,0,0
instagram,Vc & paulo freire ❤@user,vargas et al,2021,0,0
twitter,"rt @user tomar no cu, olha esse catch do odell ",leite et al,2020,1,0
twitter,Covardes em busca da censura numa das maiores páginas de humor da direita br. #SomosTodosEditoraHumanas,fortuna et al,2019,0,0
twitter,eu amo minha mãe pra caralho ❤️ ,leite et al,2020,0,0
instagram,Se nao tem o que vai dizer pronto ou seja ler é um desastre p os ideólogos vermelhos que a rodeiam...nao passa de uma pir ralha sem respeito e educação...,vargas et al,2021,1,0
twitter,"eu não tenho um guarda chuva, pqp",leite et al,2020,0,0
twitter,decisiva pra caralho,leite et al,2020,0,0
twitter,@user pilantra vc tá de dieta,leite et al,2020,0,0
twitter,@user @user @user o proprio tweet diz que os ingressos foram esgotados mas o cabaçao fala q o flamengo nao esgotou a norte,oliveira et al,2023,1,1
instagram,Tem que fechar esses puteiro logo ja encheu o saco.,vargas et al,2021,1,0
twitter,caso alguém queira acompanhar aqui tá o repositório do projeto link link,oliveira et al,2023,0,0
instagram,Vagabundo! Déspota! Demiurgo!,vargas et al,2021,1,0
twitter,rt @user sua vagabunda ,leite et al,2020,1,1
instagram,Me orgulho de ver estes garotos,vargas et al,2021,0,0
twitter,"RT @user Após denúncia, PMs do #25BPM prenderam um homem com uma pistola e 80 cápsulas de cocaína em uma localidade de #Unamar. #ServireP _",fortuna et al,2019,0,0
twitter,"@user Ô @user e @user

Dá uma chegadinha aqui pra ver que processinho lucrativo por calúnia e difamação vocês podem iniciar contra a @user e o  @user

 ",leite et al,2020,0,0
twitter,@user hino pqp minhas borboletinhas 😔😍  ,leite et al,2020,0,0
twitter,o cara trabalhando nego aloprando tnc,leite et al,2020,0,0
twitter,"Razão e coragem contra a infâmia. O medo não passa por aqui!
#PNR #Nação #Identidade
@user @user _ ",fortuna et al,2019,0,0
instagram,Meu presidente e meu governador ❤,vargas et al,2021,0,0
instagram,Só pensando no chilique dos sulistas facistas que lá são maioria. 😂👏👏,vargas et al,2021,0,0
twitter,@user @user @user é tóxico... precisa ter cuidado mesmo!😟,leite et al,2020,0,0
instagram,👏👏👏🏻👏 o senhor merece,vargas et al,2021,0,0
instagram,"Acho que não vou nem dormir hj, preocupado com essa pirralha, vai fazer algo proveitoso e esquece o Brasil. Joice para de dar mídia pra essa sem noção.",vargas et al,2021,1,0
twitter,@user o pior que eles tratam as pessoas como se fossem completamente imbecis para acreditar nessas histórias!,oliveira et al,2023,0,0
twitter,@user vc eh tipo minha twin,oliveira et al,2023,0,0
twitter,rt @user triste &amp; feia,leite et al,2020,0,0
twitter,"@user miga nem de café eu gosto caralho, temos que ir pra sp",leite et al,2020,0,0
twitter,resenha da p.a deu oq falar viado kkkkkkkkkk,leite et al,2020,0,0
twitter,"@user bro nem o anime nem o mangá não seriam nada sem a shinoa, pqp",leite et al,2020,0,0
twitter,"@user @user tem esquerdista que não pode ver uma vergonha que já quer passar, né? 🤣
",leite et al,2020,1,1
instagram,#globolixo,vargas et al,2021,1,0
twitter,eu sei e continuo pensando mt link,oliveira et al,2023,0,0
twitter,@user incrivel como nao fizeram um meme ainda do lula dando parabens as mulheres que ele chamou assim..kkkk,fortuna et al,2019,0,0
twitter,"Isso não é professora, é uma doutrinadora que usa a audiência cativa das crianças (alunos) para impor suas seitas... ",fortuna et al,2019,0,0
twitter,@user  não sei '-' só completei a música... Rs,fortuna et al,2019,0,0
